code,regency_code,name
18.02.03,1802,Padang Ratu
18.02.04,1802,Gunung Sugih
18.02.05,1802,Trimurjo
18.02.06,1802,Punggur
18.02.07,1802,Terbanggi Besar
18.02.08,1802,Seputih Raman
18.02.09,1802,Rumbia
18.02.10,1802,Seputih Banyak
18.02.11,1802,Seputih Mataram
18.02.12,1802,Seputih Surabaya
18.02.13,1802,Terusan Nunyai
18.02.14,1802,Bumi Ratu Nuban
18.02.15,1802,Bekri
18.02.16,1802,Seputih Agung
18.02.17,1802,Way Pangubuan
18.02.18,1802,Bandar Mataram
18.02.19,1802,Pubian
18.02.20,1802,Selagai Lingga
18.02.21,1802,Anak Tuha
18.02.22,1802,Sendang Agung
18.02.23,1802,Kota Gajah
18.02.24,1802,Bumi Nabung
18.02.25,1802,Way Seputih
18.02.26,1802,Bandar Surabaya
18.02.27,1802,Anak Ratu Aji
18.02.28,1802,Putra Rumbia
18.03.01,1803,Bukit Kemuning
18.03.02,1803,Kotabumi
18.03.03,1803,Sungkai Selatan
18.03.04,1803,Tanjung Raja
18.03.05,1803,Abung Timur
18.03.06,1803,Abung Barat
18.03.07,1803,Abung Selatan
18.03.08,1803,Sungkai Utara
18.03.09,1803,Kotabumi Utara
18.03.10,1803,Kotabumi Selatan
18.03.11,1803,Abung Tengah
18.03.12,1803,Abung Tinggi
18.03.13,1803,Abung Semuli
18.03.14,1803,Abung Surakarta
18.03.15,1803,Muara Sungkai
18.03.16,1803,Bunga Mayang
18.03.17,1803,Hulu Sungkai
18.03.18,1803,Sungkai Tengah
18.03.19,1803,Abung Pekurun
18.03.20,1803,Sungkai Jaya
18.03.21,1803,Sungkai Barat
18.03.22,1803,Abung Kunang
18.03.23,1803,Blambangan Pagar
18.04.04,1804,Balik Bukit
18.04.05,1804,Sumber Jaya
18.04.06,1804,Belalau
18.04.07,1804,Way Tenong
18.04.08,1804,Sekincau
18.04.09,1804,Suoh
18.04.10,1804,Batu Brak
18.04.11,1804,Sukau
18.04.15,1804,Gedung Surian
18.04.18,1804,Kebun Tebu
18.04.19,1804,Air Hitam
18.04.20,1804,Pagar Dewa
18.04.21,1804,Batu Ketulis
18.04.22,1804,Lumbok Seminung
18.04.23,1804,Bandar Negeri Suoh
18.05.02,1805,Menggala
18.05.06,1805,Gedung Aji
18.05.08,1805,Banjar Agung
18.05.11,1805,Gedung Meneng
18.05.12,1805,Rawa Jitu Selatan
18.05.13,1805,Penawar Tama
18.05.18,1805,Rawa Jitu Timur
18.05.20,1805,Banjar Margo
18.05.22,1805,Rawa Pitu
18.05.23,1805,Penawar Aji
18.05.25,1805,Dente Teladas
18.05.26,1805,Meraksa Aji
18.05.27,1805,Gedung Aji Baru
18.05.29,1805,Banjar Baru
18.05.30,1805,Menggala Timur
18.06.01,1806,Kota Agung
18.06.02,1806,Talang Padang
18.06.03,1806,Wonosobo
18.06.04,1806,Pulau Panggung
18.06.09,1806,Cukuh Balak
18.06.11,1806,Pugung
18.06.12,1806,Semaka
18.06.13,1806,Sumberejo
18.06.15,1806,Ulu Belu
18.06.16,1806,Pematang Sawa
18.06.17,1806,Kelumbayan
18.06.18,1806,Kota Agung Barat
18.06.19,1806,Kota Agung Timur
18.06.20,1806,Gisting
18.06.21,1806,Gunung Alip
18.06.24,1806,Limau
18.06.25,1806,Bandar Negeri Semuong
18.06.26,1806,Air Naningan
18.06.27,1806,Bulok
18.06.28,1806,Kelumbayan Barat
18.07.01,1807,Sukadana
18.07.02,1807,Labuhan Maringgai
18.07.03,1807,Jabung
18.07.04,1807,Pekalongan
18.07.05,1807,Sekampung
18.07.06,1807,Batanghari
18.07.07,1807,Way Jepara
18.07.08,1807,Purbolinggo
18.07.09,1807,Raman Utara
18.07.10,1807,Metro Kibang
18.07.11,1807,Marga Tiga
18.07.12,1807,Sekampung Udik
18.07.13,1807,Batanghari Nuban
18.07.14,1807,Bumi Agung
18.07.15,1807,Bandar Sribhawono
18.07.16,1807,Mataram Baru
18.07.17,1807,Melinting
18.07.18,1807,Gunung Pelindung
18.07.19,1807,Pasir Sakti
18.07.20,1807,Waway Karya
18.07.21,1807,Labuhan Ratu
18.07.22,1807,Braja Selebah
18.07.23,1807,Way Bungur
18.07.24,1807,Marga Sekampung
18.08.01,1808,Blambangan Umpu
18.08.02,1808,Kasui
18.08.03,1808,Banjit
18.08.04,1808,Baradatu
18.08.05,1808,Bahuga
18.08.06,1808,Pakuan Ratu
18.08.07,1808,Negeri Agung
18.08.08,1808,Way Tuba
18.08.09,1808,Rebang Tangkas
18.08.10,1808,Gunung Labuhan
18.08.11,1808,Negara Batin
18.08.12,1808,Negeri Besar
18.08.13,1808,Buay Bahuga
18.08.14,1808,Bumi Agung
18.08.15,1808,Umpu Semenguk
18.09.01,1809,Gedong Tataan
18.09.02,1809,Negeri Katon
18.09.03,1809,Tegineneng
18.09.04,1809,Way Lima
18.09.05,1809,Padang Cermin
18.09.06,1809,Punduh Pidada
18.09.07,1809,Kedondong
18.09.08,1809,Marga Punduh
18.09.09,1809,Way Khilau
18.09.10,1809,Teluk Pandan
18.09.11,1809,Way Ratai
18.10.01,1810,Pringsewu
18.10.02,1810,Gading Rejo
18.10.03,1810,Ambarawa
18.10.04,1810,Pardasuka
18.10.05,1810,Pagelaran
18.10.06,1810,Banyumas
18.10.07,1810,Adiluwih
18.10.08,1810,Sukoharjo
18.10.09,1810,Pagelaran Utara
18.11.01,1811,Mesuji
18.11.02,1811,Mesuji Timur
18.11.03,1811,Rawa Jitu Utara
18.11.04,1811,Way Serdang
18.11.05,1811,Simpang Pematang
18.11.06,1811,Panca Jaya
18.11.07,1811,Tanjung Raya
18.12.01,1812,Tulang Bawang Tengah
18.12.02,1812,Tumijajar
18.12.03,1812,Tulang Bawang Udik
18.12.04,1812,Gunung Terang
18.12.05,1812,Gunung Agung
18.12.06,1812,Way Kenanga
18.12.07,1812,Lambu Kibang
18.12.08,1812,Pagar Dewa
18.12.09,1812,Batu Putih
18.13.01,1813,Pesisir Tengah
18.13.02,1813,Pesisir Selatan
18.13.03,1813,Lemong
18.13.04,1813,Pesisir Utara
18.13.05,1813,Karya Penggawa
18.13.06,1813,Pulau Pisang
18.13.07,1813,Way Krui
18.13.08,1813,Krui Selatan
18.13.09,1813,Ngambur
18.13.10,1813,Ngaras
18.13.11,1813,Bangkunat
18.71.01,1871,Kedaton
18.71.02,1871,Sukarame
18.71.03,1871,Tanjungkarang Barat
18.71.04,1871,Panjang
18.71.05,1871,Tanjungkarang Timur
18.71.06,1871,Tanjungkarang Pusat
18.71.07,1871,Telukbetung Selatan
18.71.08,1871,Telukbetung Barat
18.71.09,1871,Telukbetung Utara
18.71.10,1871,Rajabasa
18.71.11,1871,Tanjung Senang
18.71.12,1871,Sukabumi
18.71.13,1871,Kemiling
18.71.14,1871,Labuhan Ratu
18.71.15,1871,Way Halim
18.71.16,1871,Langkapura
18.71.17,1871,Enggal
18.71.18,1871,Kedamaian
18.71.19,1871,Telukbetung Timur
18.71.20,1871,Bumi Waras
18.72.01,1872,Metro Pusat
18.72.02,1872,Metro Utara
18.72.03,1872,Metro Barat
18.72.04,1872,Metro Timur
18.72.05,1872,Metro Selatan
19.01.01,1901,Sungailiat
19.01.02,1901,Belinyu
19.01.03,1901,Merawang
19.01.04,1901,Mendo Barat
19.01.05,1901,Pemali
19.01.06,1901,Bakam
19.01.07,1901,Riau Silip
19.01.08,1901,Puding Besar
19.02.01,1902,Tanjung Pandan
19.02.02,1902,Membalong
19.02.03,1902,Selat Nasik
19.02.04,1902,Sijuk
19.02.05,1902,Badau
19.03.01,1903,Toboali
19.03.02,1903,Lepar
19.03.03,1903,Airgegas
19.03.04,1903,Simpang Rimba
19.03.05,1903,Payung
19.03.06,1903,Tukak Sadai
19.03.07,1903,Pulau Besar
19.03.08,1903,Kepulauan Pongok
19.04.01,1904,Koba
19.04.02,1904,Pangkalan Baru
19.04.03,1904,Sungai Selan
19.04.04,1904,Simpang Katis
19.04.05,1904,Namang
19.04.06,1904,Lubuk Besar
19.05.01,1905,Mentok
19.05.02,1905,Simpang Teritip
19.05.03,1905,Jebus
19.05.04,1905,Kelapa
19.05.05,1905,Tempilang
19.05.06,1905,Parittiga
19.06.01,1906,Manggar
19.06.02,1906,Gantung
19.06.03,1906,Dendang
19.06.04,1906,Kelapa Kampit
19.06.05,1906,Damar
19.06.06,1906,Simpang Renggiang
19.06.07,1906,Simpang Pesak
19.71.01,1971,Bukit Intan
19.71.02,1971,Taman Sari
19.71.03,1971,Pangkal Balam
19.71.04,1971,Rangkui
19.71.05,1971,Gerunggang
19.71.06,1971,Gabek
19.71.07,1971,Girimaya
21.01.04,2101,Gunung Kijang
21.01.06,2101,Bintan Timur
21.01.07,2101,Bintan Utara
21.01.08,2101,Teluk Bintan
21.01.09,2101,Tambelan
21.01.10,2101,Telok Sebong
21.01.12,2101,Toapaya
21.01.13,2101,Mantang
21.01.14,2101,Bintan Pesisir
21.01.15,2101,Seri Kuala Lobam
21.02.01,2102,Moro
21.02.02,2102,Kundur
21.02.03,2102,Karimun
21.02.04,2102,Meral
21.02.05,2102,Tebing
21.02.06,2102,Buru
21.02.07,2102,Kundur Utara
21.02.08,2102,Kundur Barat
21.02.09,2102,Durai
21.02.10,2102,Meral Barat
21.02.11,2102,Ungar
21.02.12,2102,Belat
21.02.13,2102,Selat Gelam
21.02.14,2102,Sugie Besar
21.03.04,2103,Midai
21.03.05,2103,Bunguran Barat
21.03.06,2103,Serasan
21.03.07,2103,Bunguran Timur
21.03.08,2103,Bunguran Utara
21.03.09,2103,Subi
21.03.10,2103,Pulau Laut
21.03.11,2103,Pulau Tiga
21.03.15,2103,Bunguran Timur Laut
21.03.16,2103,Bunguran Tengah
21.03.18,2103,Bunguran Selatan
21.03.19,2103,Serasan Timur
21.03.20,2103,Bunguran Batubi
21.03.21,2103,Pulau Tiga Barat
21.03.22,2103,Suak Midai
21.03.23,2103,Pulau Panjang
21.03.24,2103,Pulau Seluan
21.04.01,2104,Singkep
21.04.02,2104,Lingga
21.04.03,2104,Senayang
21.04.04,2104,Singkep Barat
21.04.05,2104,Lingga Utara
21.04.06,2104,Singkep Pesisir
21.04.07,2104,Lingga Timur
21.04.08,2104,Selayar
21.04.09,2104,Singkep Selatan
21.04.10,2104,Kepulauan Posek
21.04.11,2104,Katang Bidare
21.04.12,2104,Temiang Pesisir
21.04.13,2104,Bakung Serumpun
21.05.01,2105,Siantan
21.05.02,2105,Palmatak
21.05.03,2105,Siantan Timur
21.05.04,2105,Siantan Selatan
21.05.05,2105,Jemaja Timur
21.05.06,2105,Jemaja
21.05.07,2105,Siantan Tengah
21.05.08,2105,Siantan Utara
21.05.09,2105,Jemaja Barat
21.05.10,2105,Kute Siantan
21.71.01,2171,Belakang Padang
21.71.02,2171,Batu Ampar
21.71.03,2171,Sekupang
21.71.04,2171,Nongsa
21.71.05,2171,Bulang
21.71.06,2171,Lubuk Baja
21.71.07,2171,Sei Beduk
21.71.08,2171,Galang
21.71.09,2171,Bengkong
21.71.10,2171,Batam Kota
21.71.11,2171,Sagulung
21.71.12,2171,Batu Aji
21.72.01,2172,Tanjung Pinang Barat
21.72.02,2172,Tanjung Pinang Timur
21.72.03,2172,Tanjung Pinang Kota
21.72.04,2172,Bukit Bestari
31.01.01,3101,Kepulauan Seribu Utara
31.01.02,3101,Kepulauan Seribu Selatan
31.71.01,3171,Gambir
31.71.02,3171,Sawah Besar
31.71.03,3171,Kemayoran
31.71.04,3171,Senen
31.71.05,3171,Cempaka Putih
31.71.06,3171,Menteng
31.71.07,3171,Tanah Abang
31.71.08,3171,Johar Baru
31.72.01,3172,Penjaringan
31.72.02,3172,Tanjung Priok
31.72.03,3172,Koja
31.72.04,3172,Cilincing
31.72.05,3172,Pademangan
31.72.06,3172,Kelapa Gading
31.73.01,3173,Cengkareng
31.73.02,3173,Grogol Petamburan
31.73.03,3173,Taman Sari
31.73.04,3173,Tambora
31.73.05,3173,Kebon Jeruk
31.73.06,3173,Kalideres
31.73.07,3173,Pal Merah
31.73.08,3173,Kembangan
31.74.01,3174,Tebet
31.74.02,3174,Setiabudi
31.74.03,3174,Mampang Prapatan
31.74.04,3174,Pasar Minggu
31.74.05,3174,Kebayoran Lama
31.74.06,3174,Cilandak
31.74.07,3174,Kebayoran Baru
31.74.08,3174,Pancoran
31.74.09,3174,Jagakarsa
31.74.10,3174,Pesanggrahan
31.75.01,3175,Matraman
31.75.02,3175,Pulogadung
31.75.03,3175,Jatinegara
31.75.04,3175,Kramatjati
31.75.05,3175,Pasar Rebo
31.75.06,3175,Cakung
31.75.07,3175,Duren Sawit
31.75.08,3175,Makasar
31.75.09,3175,Ciracas
31.75.10,3175,Cipayung
32.01.01,3201,Cibinong
32.01.02,3201,Gunung Putri
32.01.03,3201,Citeureup
32.01.04,3201,Sukaraja
32.01.05,3201,Babakan Madang
32.01.06,3201,Jonggol
32.01.07,3201,Cileungsi
32.01.08,3201,Cariu
32.01.09,3201,Sukamakmur
32.01.10,3201,Parung
32.01.11,3201,Gunung Sindur
32.01.12,3201,Kemang
32.01.13,3201,Bojong Gede
32.01.14,3201,Leuwiliang
32.01.15,3201,Ciampea
32.01.16,3201,Cibungbulang
32.01.17,3201,Pamijahan
32.01.18,3201,Rumpin
32.01.19,3201,Jasinga
32.01.20,3201,Parung Panjang
32.01.21,3201,Nanggung
32.01.22,3201,Cigudeg
32.01.23,3201,Tenjo
32.01.24,3201,Ciawi
32.01.25,3201,Cisarua
32.01.26,3201,Megamendung
32.01.27,3201,Caringin
32.01.28,3201,Cijeruk
32.01.29,3201,Ciomas
32.01.30,3201,Dramaga
32.01.31,3201,Tamansari
32.01.32,3201,Klapanunggal
32.01.33,3201,Ciseeng
32.01.34,3201,Ranca Bungur
32.01.35,3201,Sukajaya
32.01.36,3201,Tanjungsari
32.01.37,3201,Tajurhalang
32.01.38,3201,Cigombong
32.01.39,3201,Leuwisadeng
32.01.40,3201,Tenjolaya
32.02.01,3202,Palabuhanratu
32.02.02,3202,Simpenan
32.02.03,3202,Cikakak
32.02.04,3202,Bantargadung
32.02.05,3202,Cisolok
32.02.06,3202,Cikidang
32.02.07,3202,Lengkong
32.02.08,3202,Jampangtengah
32.02.09,3202,Warungkiara
32.02.10,3202,Cikembar
32.02.11,3202,Cibadak
32.02.12,3202,Nagrak
32.02.13,3202,Parungkuda
32.02.14,3202,Bojonggenteng
32.02.15,3202,Parakansalak
32.02.16,3202,Cicurug
32.02.17,3202,Cidahu
32.02.18,3202,Kalapanunggal
32.02.19,3202,Kabandungan
32.02.20,3202,Waluran
32.02.21,3202,Jampangkulon
32.02.22,3202,Ciemas
32.02.23,3202,Kalibunder
32.02.24,3202,Surade
32.02.25,3202,Cibitung
32.02.26,3202,Ciracap
32.02.27,3202,Gunungguruh
32.02.28,3202,Cicantayan
32.02.29,3202,Cisaat
32.02.30,3202,Kadudampit
32.02.31,3202,Caringin
32.02.32,3202,Sukabumi
32.02.33,3202,Sukaraja
32.02.34,3202,Kebonpedes
32.02.35,3202,Cireunghas
32.02.36,3202,Sukalarang
32.02.37,3202,Pabuaran
32.02.38,3202,Purabaya
32.02.39,3202,Nyalindung
32.02.40,3202,Gegerbitung
32.02.41,3202,Sagaranten
32.02.42,3202,Curugkembar
32.02.43,3202,Cidolog
32.02.44,3202,Cidadap
32.02.45,3202,Tegalbuleud
32.02.46,3202,Cimanggu
32.02.47,3202,Ciambar
32.03.01,3203,Cianjur
32.03.02,3203,Warungkondang
32.03.03,3203,Cibeber
32.03.04,3203,Cilaku
32.03.05,3203,Ciranjang
32.03.06,3203,Bojongpicung
32.03.07,3203,Karangtengah
32.03.08,3203,Mande
32.03.09,3203,Sukaluyu
32.03.10,3203,Pacet
32.03.11,3203,Cugenang
32.03.12,3203,Cikalongkulon
32.03.13,3203,Sukaresmi
32.03.14,3203,Sukanagara
32.03.15,3203,Campaka
32.03.16,3203,Takokak
32.03.17,3203,Kadupandak
32.03.18,3203,Pagelaran
32.03.19,3203,Tanggeung
32.03.20,3203,Cibinong
32.03.21,3203,Sindangbarang
32.03.22,3203,Agrabinta
32.03.23,3203,Cidaun
32.03.24,3203,Naringgul
32.03.25,3203,Campakamulya
32.03.26,3203,Cikadu
32.03.27,3203,Gekbrong
32.03.28,3203,Cipanas
32.03.29,3203,Cijati
32.03.30,3203,Leles
32.03.31,3203,Haurwangi
32.03.32,3203,Pasirkuda
32.04.05,3204,Cileunyi
32.04.06,3204,Cimenyan
32.04.07,3204,Cilengkrang
32.04.08,3204,Bojongsoang
32.04.09,3204,Margahayu
32.04.10,3204,Margaasih
32.04.11,3204,Katapang
32.04.12,3204,Dayeuhkolot
32.04.13,3204,Banjaran
32.04.14,3204,Pameungpeuk
32.04.15,3204,Pangalengan
32.04.16,3204,Arjasari
32.04.17,3204,Cimaung
32.04.25,3204,Cicalengka
32.04.26,3204,Nagreg
32.04.27,3204,Cikancung
32.04.28,3204,Rancaekek
32.04.29,3204,Ciparay
32.04.30,3204,Pacet
32.04.31,3204,Kertasari
32.04.32,3204,Baleendah
32.04.33,3204,Majalaya
32.04.34,3204,Solokanjeruk
32.04.35,3204,Paseh
32.04.36,3204,Ibun
32.04.37,3204,Soreang
32.04.38,3204,Pasirjambu
32.04.39,3204,Ciwidey
32.04.40,3204,Rancabali
32.04.44,3204,Cangkuang
32.04.46,3204,Kutawaringin
32.05.01,3205,Garut Kota
32.05.02,3205,Karangpawitan
32.05.03,3205,Wanaraja
32.05.04,3205,Tarogong Kaler
32.05.05,3205,Tarogong Kidul
32.05.06,3205,Banyuresmi
32.05.07,3205,Samarang
32.05.08,3205,Pasirwangi
32.05.09,3205,Leles
32.05.10,3205,Kadungora
32.05.11,3205,Leuwigoong
32.05.12,3205,Cibatu
32.05.13,3205,Kersamanah
32.05.14,3205,Malangbong
32.05.15,3205,Sukawening
32.05.16,3205,Karangtengah
32.05.17,3205,Bayongbong
32.05.18,3205,Cigedug
32.05.19,3205,Cilawu
32.05.20,3205,Cisurupan
32.05.21,3205,Sukaresmi
32.05.22,3205,Cikajang
32.05.23,3205,Banjarwangi
32.05.24,3205,Singajaya
32.05.25,3205,Cihurip
32.05.26,3205,Peundeuy
32.05.27,3205,Pameungpeuk
32.05.28,3205,Cisompet
32.05.29,3205,Cibalong
32.05.30,3205,Cikelet
32.05.31,3205,Bungbulang
32.05.32,3205,Mekarmukti
32.05.33,3205,Pakenjeng
32.05.34,3205,Pamulihan
32.05.35,3205,Cisewu
32.05.36,3205,Caringin
32.05.37,3205,Talegong
32.05.38,3205,Bl. Limbangan
32.05.39,3205,Selaawi
32.05.40,3205,Cibiuk
32.05.41,3205,Pangatikan
32.05.42,3205,Sucinaraja
32.06.01,3206,Cipatujah
32.06.02,3206,Karangnunggal
32.06.03,3206,Cikalong
32.06.04,3206,Pancatengah
32.06.05,3206,Cikatomas
32.06.06,3206,Cibalong
32.06.07,3206,Parungponteng
32.06.08,3206,Bantarkalong
32.06.09,3206,Bojongasih
32.06.10,3206,Culamega
32.06.11,3206,Bojonggambir
32.06.12,3206,Sodonghilir
32.06.13,3206,Taraju
32.06.14,3206,Salawu
32.06.15,3206,Puspahiang
32.06.16,3206,Tanjungjaya
32.06.17,3206,Sukaraja
32.06.18,3206,Salopa
32.06.19,3206,Jatiwaras
32.06.20,3206,Cineam
32.06.21,3206,Karangjaya
32.06.22,3206,Manonjaya
32.06.23,3206,Gunungtanjung
32.06.24,3206,Singaparna
32.06.25,3206,Mangunreja
32.06.26,3206,Sukarame
32.06.27,3206,Cigalontang
32.06.28,3206,Leuwisari
32.06.29,3206,Padakembang
32.06.30,3206,Sariwangi
32.06.31,3206,Sukaratu
32.06.32,3206,Cisayong
32.06.33,3206,Sukahening
32.06.34,3206,Rajapolah
32.06.35,3206,Jamanis
32.06.36,3206,Ciawi
32.06.37,3206,Kadipaten
32.06.38,3206,Pagerageung
32.06.39,3206,Sukaresik
32.07.01,3207,Ciamis
32.07.02,3207,Cikoneng
32.07.03,3207,Cijeungjing
32.07.04,3207,Sadananya
32.07.05,3207,Cidolog
32.07.06,3207,Cihaurbeuti
32.07.07,3207,Panumbangan
32.07.08,3207,Panjalu
32.07.09,3207,Kawali
32.07.10,3207,Panawangan
32.07.11,3207,Cipaku
32.07.12,3207,Jatinagara
32.07.13,3207,Rajadesa
32.07.14,3207,Sukadana
32.07.15,3207,Rancah
32.07.16,3207,Tambaksari
32.07.17,3207,Lakbok
32.07.18,3207,Banjarsari
32.07.19,3207,Pamarican
32.07.29,3207,Cimaragas
32.07.30,3207,Cisaga
32.07.31,3207,Sindangkasih
32.07.32,3207,Baregbeg
32.07.33,3207,Sukamantri
32.07.34,3207,Lumbung
32.07.35,3207,Purwadadi
32.07.37,3207,Banjaranyar
32.08.01,3208,Kadugede
32.08.02,3208,Ciniru
32.08.03,3208,Subang
32.08.04,3208,Ciwaru
32.08.05,3208,Cibingbin
32.08.06,3208,Luragung
32.08.07,3208,Lebakwangi
32.08.08,3208,Garawangi
32.08.09,3208,Kuningan
32.08.10,3208,Ciawigebang
32.08.11,3208,Cidahu
32.08.12,3208,Jalaksana
32.08.13,3208,Cilimus
32.08.14,3208,Mandirancan
32.08.15,3208,Selajambe
32.08.16,3208,Kramatmulya
32.08.17,3208,Darma
32.08.18,3208,Cigugur
32.08.19,3208,Pasawahan
32.08.20,3208,Nusaherang
32.08.21,3208,Cipicung
32.08.22,3208,Pancalang
32.08.23,3208,Japara
32.08.24,3208,Cimahi
32.08.25,3208,Cilebak
32.08.26,3208,Hantara
32.08.27,3208,Kalimanggis
32.08.28,3208,Cibeureum
32.08.29,3208,Karang Kancana
32.08.30,3208,Maleber
32.08.31,3208,Sindangagung
32.08.32,3208,Cigandamekar
32.09.01,3209,Waled
32.09.02,3209,Ciledug
32.09.03,3209,Losari
32.09.04,3209,Pabedilan
32.09.05,3209,Babakan
32.09.06,3209,Karangsembung
32.09.07,3209,Lemahabang
32.09.08,3209,Susukan Lebak
32.09.09,3209,Sedong
32.09.10,3209,Astanajapura
32.09.11,3209,Pangenan
32.09.12,3209,Mundu
32.09.13,3209,Beber
32.09.14,3209,Talun
32.09.15,3209,Sumber
32.09.16,3209,Dukupuntang
32.09.17,3209,Palimanan
32.09.18,3209,Plumbon
32.09.19,3209,Weru
32.09.20,3209,Kedawung
32.09.21,3209,Gunung Jati
32.09.22,3209,Kapetakan
32.09.23,3209,Klangenan
32.09.24,3209,Arjawinangun
32.09.25,3209,Panguragan
32.09.26,3209,Ciwaringin
32.09.27,3209,Susukan
32.09.28,3209,Gegesik
32.09.29,3209,Kaliwedi
32.09.30,3209,Gebang
32.09.31,3209,Depok
32.09.32,3209,Pasaleman
32.09.33,3209,Pabuaran
32.09.34,3209,Karangwareng
32.09.35,3209,Tengah Tani
32.09.36,3209,Plered
32.09.37,3209,Gempol
32.09.38,3209,Greged
32.09.39,3209,Suranenggala
32.09.40,3209,Jamblang
32.10.01,3210,Lemahsugih
32.10.02,3210,Bantarujeg
32.10.03,3210,Cikijing
32.10.04,3210,Talaga
32.10.05,3210,Argapura
32.10.06,3210,Maja
32.10.07,3210,Majalengka
32.10.08,3210,Sukahaji
32.10.09,3210,Rajagaluh
32.10.10,3210,Leuwimunding
32.10.11,3210,Jatiwangi
32.10.12,3210,Dawuan
32.10.13,3210,Kadipaten
32.10.14,3210,Kertajati
32.10.15,3210,Jatitujuh
32.10.16,3210,Ligung
32.10.17,3210,Sumberjaya
32.10.18,3210,Panyingkiran
32.10.19,3210,Palasah
32.10.20,3210,Cigasong
32.10.21,3210,Sindangwangi
32.10.22,3210,Banjaran
32.10.23,3210,Cingambul
32.10.24,3210,Kasokandel
32.10.25,3210,Sindang
32.10.26,3210,Malausma
32.11.01,3211,Wado
32.11.02,3211,Jatinunggal
32.11.03,3211,Darmaraja
32.11.04,3211,Cibugel
32.11.05,3211,Cisitu
32.11.06,3211,Situraja
32.11.07,3211,Conggeang
32.11.08,3211,Paseh
32.11.09,3211,Surian
32.11.10,3211,Buahdua
32.11.11,3211,Tanjungsari
32.11.12,3211,Sukasari
32.11.13,3211,Pamulihan
32.11.14,3211,Cimanggung
32.11.15,3211,Jatinangor
32.11.16,3211,Rancakalong
32.11.17,3211,Sumedang Selatan
32.11.18,3211,Sumedang Utara
32.11.19,3211,Ganeas
32.11.20,3211,Tanjungkerta
32.11.21,3211,Tanjungmedar
32.11.22,3211,Cimalaka
32.11.23,3211,Cisarua
32.11.24,3211,Tomo
32.11.25,3211,Ujungjaya
32.11.26,3211,Jatigede
32.12.01,3212,Haurgeulis
32.12.02,3212,Kroya
32.12.03,3212,Gabuswetan
32.12.04,3212,Cikedung
32.12.05,3212,Lelea
32.12.06,3212,Bangodua
32.12.07,3212,Widasari
32.12.08,3212,Kertasemaya
32.12.09,3212,Krangkeng
32.12.10,3212,Karangampel
32.12.11,3212,Juntinyuat
32.12.12,3212,Sliyeg
32.12.13,3212,Jatibarang
32.12.14,3212,Balongan
32.12.15,3212,Indramayu
32.12.16,3212,Sindang
32.12.17,3212,Cantigi
32.12.18,3212,Lohbener
32.12.19,3212,Arahan
32.12.20,3212,Losarang
32.12.21,3212,Kandanghaur
32.12.22,3212,Bongas
32.12.23,3212,Anjatan
32.12.24,3212,Sukra
32.12.25,3212,Gantar
32.12.26,3212,Terisi
32.12.27,3212,Sukagumiwang
32.12.28,3212,Kedokan Bunder
32.12.29,3212,Pasekan
32.12.30,3212,Tukdana
32.12.31,3212,Patrol
32.13.01,3213,Sagalaherang
32.13.02,3213,Cisalak
32.13.03,3213,Subang
32.13.04,3213,Kalijati
32.13.05,3213,Pabuaran
32.13.06,3213,Purwadadi
32.13.07,3213,Pagaden
32.13.08,3213,Binong
32.13.09,3213,Ciasem
32.13.10,3213,Pusakanagara
32.13.11,3213,Pamanukan
32.13.12,3213,Jalancagak
32.13.13,3213,Blanakan
32.13.14,3213,Tanjungsiang
32.13.15,3213,Compreng
32.13.16,3213,Patokbeusi
32.13.17,3213,Cibogo
32.13.18,3213,Cipunagara
32.13.19,3213,Cijambe
32.13.20,3213,Cipeundeuy
32.13.21,3213,Legonkulon
32.13.22,3213,Cikaum
32.13.23,3213,Serangpanjang
32.13.24,3213,Sukasari
32.13.25,3213,Tambakdahan
32.13.26,3213,Kasomalang
32.13.27,3213,Dawuan
32.13.28,3213,Pagaden Barat
32.13.29,3213,Ciater
32.13.30,3213,Pusakajaya
32.14.01,3214,Purwakarta
32.14.02,3214,Campaka
32.14.03,3214,Jatiluhur
32.14.04,3214,Plered
32.14.05,3214,Sukatani
32.14.06,3214,Darangdan
32.14.07,3214,Maniis
32.14.08,3214,Tegalwaru
32.14.09,3214,Wanayasa
32.14.10,3214,Pasawahan
32.14.11,3214,Bojong
32.14.12,3214,Babakancikao
32.14.13,3214,Bungursari
32.14.14,3214,Cibatu
32.14.15,3214,Sukasari
32.14.16,3214,Pondoksalam
32.14.17,3214,Kiarapedes
32.15.01,3215,Karawang Barat
32.15.02,3215,Pangkalan
32.15.03,3215,Telukjambe Timur
32.15.04,3215,Ciampel
32.15.05,3215,Klari
32.15.06,3215,Rengasdengklok
32.15.07,3215,Kutawaluya
32.15.08,3215,Batujaya
32.15.09,3215,Tirtajaya
32.15.10,3215,Pedes
32.15.11,3215,Cibuaya
32.15.12,3215,Pakisjaya
32.15.13,3215,Cikampek
32.15.14,3215,Jatisari
32.15.15,3215,Cilamaya Wetan
32.15.16,3215,Tirtamulya
32.15.17,3215,Telagasari
32.15.18,3215,Rawamerta
32.15.19,3215,Lemahabang
32.15.20,3215,Tempuran
32.15.21,3215,Majalaya
32.15.22,3215,Jayakerta
32.15.23,3215,Cilamaya Kulon
32.15.24,3215,Banyusari
32.15.25,3215,Kota Baru
32.15.26,3215,Karawang Timur
